% time	cellId	IMSI	frame	sframe	RNTI	mcs	size
8.629	1	7	863	10	1	28	9422
8.63	1	7	864	1	1	28	9422
8.631	1	7	864	2	1	28	9422
8.632	1	7	864	3	1	28	9422
8.633	1	7	864	4	1	28	9422
8.634	1	7	864	5	1	28	9422
8.635	1	7	864	6	1	28	9422
8.636	1	7	864	7	1	28	9422
8.637	1	7	864	8	1	28	9422
8.638	1	7	864	9	1	28	9422
8.639	1	7	864	10	1	28	9422
8.64	1	7	865	1	1	28	9422
8.641	1	7	865	2	1	28	9422
8.642	1	7	865	3	1	28	9422
8.643	1	7	865	4	1	28	9422
8.644	1	7	865	5	1	28	9422
8.645	1	7	865	6	1	28	9422
8.646	1	7	865	7	1	28	9422
8.647	1	7	865	8	1	28	9422
8.648	1	7	865	9	1	28	9422
8.649	1	7	865	10	1	28	9422
8.65	1	7	866	1	1	28	9422
8.651	1	7	866	2	1	28	9422
8.652	1	7	866	3	1	28	9422
8.653	1	7	866	4	1	28	9422
8.654	1	7	866	5	1	28	9422
8.655	1	2	866	6	7	28	4587
8.655	1	7	866	6	1	28	4587
8.656	1	7	866	7	1	28	9422
8.657	1	7	866	8	1	28	9422
8.658	1	7	866	9	1	28	9422
8.659	1	7	866	10	1	28	9422
8.66	1	7	867	1	1	28	9422
8.661	1	7	867	2	1	28	9422
8.662	1	8	867	3	11	28	4587
8.662	1	7	867	3	1	28	4587
8.663	1	8	867	4	11	28	9422
8.664	1	8	867	5	11	28	9422
8.665	1	8	867	6	11	28	9422
8.666	1	8	867	7	11	28	9422
8.667	1	8	867	8	11	28	9422
8.668	1	8	867	9	11	28	9422
8.669	1	8	867	10	11	28	9422
8.67	1	8	868	1	11	28	9422
8.671	1	8	868	2	11	28	9422
8.672	1	8	868	3	11	28	9422
8.673	1	8	868	4	11	28	9422
8.674	1	8	868	5	11	28	9422
8.675	1	8	868	6	11	28	9422
8.676	1	8	868	7	11	28	9422
8.677	1	8	868	8	11	28	9422
8.678	1	8	868	9	11	28	9422
8.679	1	8	868	10	11	28	9422
8.68	1	8	869	1	11	28	9422
8.681	1	8	869	2	11	28	9422
8.682	1	8	869	3	11	28	9422
8.683	1	8	869	4	11	28	9422
8.684	1	8	869	5	11	28	9422
8.685	1	8	869	6	11	28	9422
8.686	1	8	869	7	11	28	9422
8.687	1	8	869	8	11	28	9422
8.688	1	8	869	9	11	28	9422
8.689	1	8	869	10	11	28	9422
8.69	1	8	870	1	11	28	9422
8.691	1	8	870	2	11	28	9422
8.692	1	8	870	3	11	28	9422
8.693	1	8	870	4	11	28	9422
8.694	1	8	870	5	11	28	9422
8.695	1	8	870	6	11	28	9422
8.696	1	8	870	7	11	28	9422
8.697	1	8	870	8	11	28	9422
8.698	1	8	870	9	11	28	9422
8.699	1	8	870	10	11	28	9422
8.7	1	8	871	1	11	28	9422
8.701	1	8	871	2	11	28	9422
8.702	1	8	871	3	11	28	9422
8.703	1	8	871	4	11	28	9422
8.704	1	8	871	5	11	28	9422
8.705	1	8	871	6	11	28	9422
8.706	1	8	871	7	11	28	9422
8.707	1	8	871	8	11	28	9422
8.708	1	8	871	9	11	28	9422
8.709	1	8	871	10	11	28	9422
8.71	1	8	872	1	11	28	9422
8.711	1	8	872	2	11	28	9422
8.712	1	8	872	3	11	28	9422
8.713	1	8	872	4	11	28	9422
8.714	1	8	872	5	11	28	9422
8.715	1	8	872	6	11	28	9422
8.716	1	8	872	7	11	28	9422
8.717	1	8	872	8	11	28	9422
8.718	1	8	872	9	11	28	9422
8.719	1	8	872	10	11	28	9422
8.72	1	8	873	1	11	28	9422
8.721	1	8	873	2	11	28	9422
8.722	1	8	873	3	11	28	9422
8.723	1	8	873	4	11	28	9422
8.724	1	14	873	5	15	28	4587
8.724	1	8	873	5	11	28	4587
8.725	1	8	873	6	11	28	9422
8.726	1	8	873	7	11	28	9422
8.727	1	8	873	8	11	28	9422
8.728	1	8	873	9	11	28	9422
8.729	1	8	873	10	11	28	9422
8.73	1	8	874	1	11	28	9422
8.731	1	8	874	2	11	28	9422
8.732	1	9	874	3	6	28	9422
8.733	1	9	874	4	6	28	9422
8.734	1	9	874	5	6	28	9422
8.735	1	9	874	6	6	28	9422
8.736	1	9	874	7	6	28	9422
8.737	1	9	874	8	6	28	9422
8.738	1	9	874	9	6	28	9422
8.739	1	9	874	10	6	28	9422
8.74	1	9	875	1	6	28	9422
8.741	1	9	875	2	6	28	9422
8.742	1	9	875	3	6	28	9422
8.743	1	9	875	4	6	28	9422
8.744	1	9	875	5	6	28	9422
8.745	1	9	875	6	6	28	9422
8.746	1	9	875	7	6	28	9422
8.747	1	9	875	8	6	28	9422
8.748	1	9	875	9	6	28	9422
8.749	1	9	875	10	6	28	9422
8.75	1	9	876	1	6	28	9422
8.751	1	9	876	2	6	28	9422
8.752	1	9	876	3	6	28	9422
8.753	1	9	876	4	6	28	9422
8.754	1	9	876	5	6	28	9422
8.755	1	9	876	6	6	28	9422
8.756	1	9	876	7	6	28	9422
8.757	1	9	876	8	6	28	9422
8.758	1	9	876	9	6	28	9422
8.759	1	9	876	10	6	28	9422
8.76	1	9	877	1	6	28	9422
8.761	1	9	877	2	6	28	9422
8.762	1	9	877	3	6	28	9422
8.763	1	9	877	4	6	28	9422
8.764	1	9	877	5	6	28	9422
8.765	1	9	877	6	6	28	9422
8.766	1	9	877	7	6	28	9422
8.767	1	9	877	8	6	28	9422
8.768	1	9	877	9	6	28	9422
8.769	1	9	877	10	6	28	9422
8.77	1	9	878	1	6	28	9422
8.771	1	9	878	2	6	28	9422
8.772	1	9	878	3	6	28	9422
8.773	1	9	878	4	6	28	9422
8.774	1	9	878	5	6	28	9422
8.775	1	9	878	6	6	28	9422
8.776	1	9	878	7	6	28	9422
8.777	1	9	878	8	6	28	9422
8.778	1	9	878	9	6	28	9422
8.779	1	9	878	10	6	28	9422
8.78	1	9	879	1	6	28	9422
8.781	1	9	879	2	6	28	9422
8.782	1	9	879	3	6	28	9422
8.783	1	9	879	4	6	28	9422
8.784	1	9	879	5	6	28	9422
8.785	1	9	879	6	6	28	9422
8.786	1	9	879	7	6	28	9422
8.787	1	9	879	8	6	28	9422
8.788	1	9	879	9	6	28	9422
8.789	1	9	879	10	6	28	9422
8.79	1	9	880	1	6	28	9422
8.791	1	9	880	2	6	28	9422
8.792	1	9	880	3	6	28	9422
8.793	1	1	880	4	10	28	4587
8.793	1	9	880	4	6	28	4587
8.794	1	9	880	5	6	28	9422
8.795	1	9	880	6	6	28	9422
8.796	1	9	880	7	6	28	9422
8.797	1	9	880	8	6	28	9422
8.798	1	9	880	9	6	28	9422
8.799	1	9	880	10	6	28	9422
8.8	1	9	881	1	6	28	9422
8.801	1	3	881	2	2	28	9422
8.802	1	3	881	3	2	28	9422
8.803	1	3	881	4	2	28	9422
8.804	1	3	881	5	2	28	9422
8.805	1	3	881	6	2	28	9422
8.806	1	3	881	7	2	28	9422
8.807	1	3	881	8	2	28	9422
8.808	1	3	881	9	2	28	9422
8.809	1	3	881	10	2	28	9422
8.81	1	3	882	1	2	28	9422
8.811	1	3	882	2	2	28	9422
8.812	1	3	882	3	2	28	9422
8.813	1	3	882	4	2	28	9422
8.814	1	3	882	5	2	28	9422
8.815	1	3	882	6	2	28	9422
8.816	1	3	882	7	2	28	9422
8.817	1	3	882	8	2	28	9422
8.818	1	3	882	9	2	28	9422
8.819	1	3	882	10	2	28	9422
8.82	1	3	883	1	2	28	9422
8.821	1	3	883	2	2	28	9422
8.822	1	3	883	3	2	28	9422
8.823	1	3	883	4	2	28	9422
8.824	1	3	883	5	2	28	9422
8.825	1	3	883	6	2	28	9422
8.826	1	3	883	7	2	28	9422
8.827	1	3	883	8	2	28	9422
8.828	1	3	883	9	2	28	9422
8.829	1	3	883	10	2	28	9422
8.83	1	3	884	1	2	28	9422
8.831	1	3	884	2	2	28	9422
8.832	1	3	884	3	2	28	9422
8.833	1	3	884	4	2	28	9422
8.834	1	3	884	5	2	28	9422
8.835	1	3	884	6	2	28	9422
8.836	1	3	884	7	2	28	9422
8.837	1	3	884	8	2	28	9422
8.838	1	3	884	9	2	28	9422
8.839	1	3	884	10	2	28	9422
8.84	1	3	885	1	2	28	9422
8.841	1	3	885	2	2	28	9422
8.842	1	3	885	3	2	28	9422
8.843	1	3	885	4	2	28	9422
8.844	1	3	885	5	2	28	9422
8.845	1	3	885	6	2	28	9422
8.846	1	3	885	7	2	28	9422
8.847	1	3	885	8	2	28	9422
8.848	1	3	885	9	2	28	9422
8.849	1	3	885	10	2	28	9422
8.85	1	3	886	1	2	28	9422
8.851	1	3	886	2	2	28	9422
8.852	1	3	886	3	2	28	9422
8.853	1	3	886	4	2	28	9422
8.854	1	3	886	5	2	28	9422
8.855	1	3	886	6	2	28	9422
8.856	1	3	886	7	2	28	9422
8.857	1	3	886	8	2	28	9422
8.858	1	3	886	9	2	28	9422
8.859	1	3	886	10	2	28	9422
8.86	1	3	887	1	2	28	9422
8.861	1	3	887	2	2	28	9422
8.862	1	7	887	3	1	28	4587
8.862	1	3	887	3	2	28	4587
8.863	1	3	887	4	2	28	9422
8.864	1	3	887	5	2	28	9422
8.865	1	3	887	6	2	28	9422
8.866	1	3	887	7	2	28	9422
8.867	1	3	887	8	2	28	9422
8.868	1	3	887	9	2	28	9422
8.869	1	3	887	10	2	28	9422
8.87	1	10	888	1	8	28	9422
8.871	1	10	888	2	8	28	9422
8.872	1	10	888	3	8	28	9422
8.873	1	10	888	4	8	28	9422
8.874	1	10	888	5	8	28	9422
8.875	1	10	888	6	8	28	9422
8.876	1	10	888	7	8	28	9422
8.877	1	10	888	8	8	28	9422
8.878	1	10	888	9	8	28	9422
8.879	1	10	888	10	8	28	9422
8.88	1	10	889	1	8	28	9422
8.881	1	10	889	2	8	28	9422
8.882	1	10	889	3	8	28	9422
8.883	1	10	889	4	8	28	9422
8.884	1	10	889	5	8	28	9422
8.885	1	10	889	6	8	28	9422
8.886	1	10	889	7	8	28	9422
8.887	1	10	889	8	8	28	9422
8.888	1	10	889	9	8	28	9422
8.889	1	10	889	10	8	28	9422
8.89	1	10	890	1	8	28	9422
8.891	1	10	890	2	8	28	9422
8.892	1	10	890	3	8	28	9422
8.893	1	10	890	4	8	28	9422
8.894	1	10	890	5	8	28	9422
8.895	1	10	890	6	8	28	9422
8.896	1	10	890	7	8	28	9422
8.897	1	10	890	8	8	28	9422
8.898	1	10	890	9	8	28	9422
8.899	1	10	890	10	8	28	9422
8.9	1	10	891	1	8	28	9422
8.901	1	10	891	2	8	28	9422
8.902	1	10	891	3	8	28	9422
8.903	1	10	891	4	8	28	9422
8.904	1	10	891	5	8	28	9422
8.905	1	10	891	6	8	28	9422
8.906	1	10	891	7	8	28	9422
8.907	1	10	891	8	8	28	9422
8.908	1	10	891	9	8	28	9422
8.909	1	10	891	10	8	28	9422
8.91	1	10	892	1	8	28	9422
8.911	1	10	892	2	8	28	9422
8.912	1	10	892	3	8	28	9422
8.913	1	10	892	4	8	28	9422
8.914	1	10	892	5	8	28	9422
8.915	1	10	892	6	8	28	9422
8.916	1	10	892	7	8	28	9422
8.917	1	10	892	8	8	28	9422
8.918	1	10	892	9	8	28	9422
8.919	1	10	892	10	8	28	9422
8.92	1	10	893	1	8	28	9422
8.921	1	10	893	2	8	28	9422
8.922	1	10	893	3	8	28	9422
8.923	1	10	893	4	8	28	9422
8.924	1	10	893	5	8	28	9422
8.925	1	10	893	6	8	28	9422
8.926	1	10	893	7	8	28	9422
8.927	1	10	893	8	8	28	9422
8.928	1	10	893	9	8	28	9422
8.929	1	10	893	10	8	28	9422
8.93	1	10	894	1	8	28	9422
8.931	1	8	894	2	11	28	4587
8.931	1	10	894	2	8	28	4587
8.932	1	10	894	3	8	28	9422
8.933	1	10	894	4	8	28	9422
8.934	1	10	894	5	8	28	9422
8.935	1	10	894	6	8	28	9422
8.936	1	10	894	7	8	28	9422
8.937	1	10	894	8	8	28	9422
8.938	1	10	894	9	8	28	9422
8.939	1	12	894	10	14	28	9422
8.94	1	12	895	1	14	28	9422
8.941	1	12	895	2	14	28	9422
8.942	1	12	895	3	14	28	9422
8.943	1	12	895	4	14	28	9422
8.944	1	12	895	5	14	28	9422
8.945	1	12	895	6	14	28	9422
8.946	1	12	895	7	14	28	9422
8.947	1	12	895	8	14	28	9422
8.948	1	12	895	9	14	28	9422
8.949	1	12	895	10	14	28	9422
8.95	1	12	896	1	14	28	9422
8.951	1	12	896	2	14	28	9422
8.952	1	12	896	3	14	28	9422
8.953	1	12	896	4	14	28	9422
8.954	1	12	896	5	14	28	9422
8.955	1	12	896	6	14	28	9422
8.956	1	12	896	7	14	28	9422
8.957	1	12	896	8	14	28	9422
8.958	1	12	896	9	14	28	9422
8.959	1	12	896	10	14	28	9422
8.96	1	12	897	1	14	28	9422
8.961	1	12	897	2	14	28	9422
8.962	1	12	897	3	14	28	9422
8.963	1	12	897	4	14	28	9422
8.964	1	12	897	5	14	28	9422
8.965	1	12	897	6	14	28	9422
8.966	1	12	897	7	14	28	9422
8.967	1	12	897	8	14	28	9422
8.968	1	12	897	9	14	28	9422
8.969	1	12	897	10	14	28	9422
8.97	1	12	898	1	14	28	9422
8.971	1	12	898	2	14	28	9422
8.972	1	12	898	3	14	28	9422
8.973	1	12	898	4	14	28	9422
8.974	1	12	898	5	14	28	9422
8.975	1	12	898	6	14	28	9422
8.976	1	12	898	7	14	28	9422
8.977	1	12	898	8	14	28	9422
8.978	1	12	898	9	14	28	9422
8.979	1	12	898	10	14	28	9422
8.98	1	12	899	1	14	28	9422
8.981	1	12	899	2	14	28	9422
8.982	1	12	899	3	14	28	9422
8.983	1	12	899	4	14	28	9422
8.984	1	12	899	5	14	28	9422
8.985	1	12	899	6	14	28	9422
8.986	1	12	899	7	14	28	9422
8.987	1	12	899	8	14	28	9422
8.988	1	12	899	9	14	28	9422
8.989	1	12	899	10	14	28	9422
8.99	1	12	900	1	14	28	9422
8.991	1	12	900	2	14	28	9422
8.992	1	12	900	3	14	28	9422
8.993	1	12	900	4	14	28	9422
8.994	1	12	900	5	14	28	9422
8.995	1	12	900	6	14	28	9422
8.996	1	12	900	7	14	28	9422
8.997	1	12	900	8	14	28	9422
8.998	1	12	900	9	14	28	9422
8.999	1	12	900	10	14	28	9422
9	1	9	901	1	6	28	4587
9	1	12	901	1	14	28	4587
9.001	1	12	901	2	14	28	9422
9.002	1	12	901	3	14	28	9422
9.003	1	12	901	4	14	28	9422
9.004	1	12	901	5	14	28	9422
9.005	1	12	901	6	14	28	9422
9.006	1	12	901	7	14	28	9422
9.007	1	12	901	8	14	28	9422
9.008	1	5	901	9	4	28	4587
9.008	1	12	901	9	14	28	4587
9.009	1	5	901	10	4	28	9422
9.01	1	5	902	1	4	28	9422
9.011	1	5	902	2	4	28	9422
9.012	1	5	902	3	4	28	9422
9.013	1	5	902	4	4	28	9422
9.014	1	5	902	5	4	28	9422
9.015	1	5	902	6	4	28	9422
9.016	1	5	902	7	4	28	9422
9.017	1	5	902	8	4	28	9422
9.018	1	5	902	9	4	28	9422
9.019	1	5	902	10	4	28	9422
9.02	1	5	903	1	4	28	9422
9.021	1	5	903	2	4	28	9422
9.022	1	5	903	3	4	28	9422
9.023	1	5	903	4	4	28	9422
9.024	1	5	903	5	4	28	9422
9.025	1	5	903	6	4	28	9422
9.026	1	5	903	7	4	28	9422
9.027	1	5	903	8	4	28	9422
9.028	1	5	903	9	4	28	9422
9.029	1	5	903	10	4	28	9422
9.03	1	5	904	1	4	28	9422
9.031	1	5	904	2	4	28	9422
9.032	1	5	904	3	4	28	9422
9.033	1	5	904	4	4	28	9422
9.034	1	5	904	5	4	28	9422
9.035	1	5	904	6	4	28	9422
9.036	1	5	904	7	4	28	9422
9.037	1	5	904	8	4	28	9422
9.038	1	5	904	9	4	28	9422
9.039	1	5	904	10	4	28	9422
9.04	1	5	905	1	4	28	9422
9.041	1	5	905	2	4	28	9422
9.042	1	5	905	3	4	28	9422
9.043	1	5	905	4	4	28	9422
9.044	1	5	905	5	4	28	9422
9.045	1	5	905	6	4	28	9422
9.046	1	5	905	7	4	28	9422
9.047	1	5	905	8	4	28	9422
9.048	1	5	905	9	4	28	9422
9.049	1	5	905	10	4	28	9422
9.05	1	5	906	1	4	28	9422
9.051	1	5	906	2	4	28	9422
9.052	1	5	906	3	4	28	9422
9.053	1	5	906	4	4	28	9422
9.054	1	5	906	5	4	28	9422
9.055	1	5	906	6	4	28	9422
9.056	1	5	906	7	4	28	9422
9.057	1	5	906	8	4	28	9422
9.058	1	5	906	9	4	28	9422
9.059	1	5	906	10	4	28	9422
9.06	1	5	907	1	4	28	9422
9.061	1	5	907	2	4	28	9422
9.062	1	5	907	3	4	28	9422
9.063	1	5	907	4	4	28	9422
9.064	1	5	907	5	4	28	9422
9.065	1	5	907	6	4	28	9422
9.066	1	5	907	7	4	28	9422
9.067	1	5	907	8	4	28	9422
9.068	1	5	907	9	4	28	9422
9.069	1	3	907	10	2	28	4587
9.069	1	5	907	10	4	28	4587
9.07	1	5	908	1	4	28	9422
9.071	1	5	908	2	4	28	9422
9.072	1	5	908	3	4	28	9422
9.073	1	5	908	4	4	28	9422
9.074	1	5	908	5	4	28	9422
9.075	1	5	908	6	4	28	9422
9.076	1	5	908	7	4	28	9422
9.077	1	6	908	8	9	28	4587
9.077	1	5	908	8	4	28	4587
9.078	1	6	908	9	9	28	9422
9.079	1	6	908	10	9	28	9422
9.08	1	6	909	1	9	28	9422
9.081	1	6	909	2	9	28	9422
9.082	1	6	909	3	9	28	9422
9.083	1	6	909	4	9	28	9422
9.084	1	6	909	5	9	28	9422
9.085	1	6	909	6	9	28	9422
9.086	1	6	909	7	9	28	9422
9.087	1	6	909	8	9	28	9422
9.088	1	6	909	9	9	28	9422
9.089	1	6	909	10	9	28	9422
9.09	1	6	910	1	9	28	9422
9.091	1	6	910	2	9	28	9422
9.092	1	6	910	3	9	28	9422
9.093	1	6	910	4	9	28	9422
9.094	1	6	910	5	9	28	9422
9.095	1	6	910	6	9	28	9422
9.096	1	6	910	7	9	28	9422
9.097	1	6	910	8	9	28	9422
9.098	1	6	910	9	9	28	9422
9.099	1	6	910	10	9	28	9422
9.1	1	6	911	1	9	28	9422
9.101	1	6	911	2	9	28	9422
9.102	1	6	911	3	9	28	9422
9.103	1	6	911	4	9	28	9422
9.104	1	6	911	5	9	28	9422
9.105	1	6	911	6	9	28	9422
9.106	1	6	911	7	9	28	9422
9.107	1	6	911	8	9	28	9422
9.108	1	6	911	9	9	28	9422
9.109	1	6	911	10	9	28	9422
9.11	1	6	912	1	9	28	9422
9.111	1	6	912	2	9	28	9422
9.112	1	6	912	3	9	28	9422
9.113	1	6	912	4	9	28	9422
9.114	1	6	912	5	9	28	9422
9.115	1	6	912	6	9	28	9422
9.116	1	6	912	7	9	28	9422
9.117	1	6	912	8	9	28	9422
9.118	1	6	912	9	9	28	9422
9.119	1	6	912	10	9	28	9422
9.12	1	6	913	1	9	28	9422
9.121	1	6	913	2	9	28	9422
9.122	1	6	913	3	9	28	9422
9.123	1	6	913	4	9	28	9422
9.124	1	13	913	5	3	28	9422
9.125	1	13	913	6	3	28	9422
9.126	1	13	913	7	3	28	9422
9.127	1	13	913	8	3	28	9422
9.128	1	13	913	9	3	28	9422
9.129	1	13	913	10	3	28	9422
9.13	1	13	914	1	3	28	9422
9.131	1	13	914	2	3	28	9422
9.132	1	13	914	3	3	28	9422
9.133	1	13	914	4	3	28	9422
9.134	1	13	914	5	3	28	9422
9.135	1	13	914	6	3	28	9422
9.136	1	13	914	7	3	28	9422
9.137	1	13	914	8	3	28	9422
9.138	1	13	914	9	3	28	9422
9.139	1	10	914	10	8	28	4587
9.139	1	13	914	10	3	28	4587
9.14	1	13	915	1	3	28	9422
9.141	1	13	915	2	3	28	9422
9.142	1	13	915	3	3	28	9422
9.143	1	13	915	4	3	28	9422
9.144	1	13	915	5	3	28	9422
9.145	1	13	915	6	3	28	9422
9.146	1	13	915	7	3	28	9422
9.147	1	13	915	8	3	28	9422
9.148	1	13	915	9	3	28	9422
9.149	1	13	915	10	3	28	9422
9.15	1	13	916	1	3	28	9422
9.151	1	13	916	2	3	28	9422
9.152	1	13	916	3	3	28	9422
9.153	1	13	916	4	3	28	9422
9.154	1	13	916	5	3	28	9422
9.155	1	13	916	6	3	28	9422
9.156	1	13	916	7	3	28	9422
9.157	1	13	916	8	3	28	9422
9.158	1	13	916	9	3	28	9422
9.159	1	13	916	10	3	28	9422
9.16	1	13	917	1	3	28	9422
9.161	1	13	917	2	3	28	9422
9.162	1	13	917	3	3	28	9422
9.163	1	13	917	4	3	28	9422
9.164	1	13	917	5	3	28	9422
9.165	1	13	917	6	3	28	9422
9.166	1	13	917	7	3	28	9422
9.167	1	13	917	8	3	28	9422
9.168	1	13	917	9	3	28	9422
9.169	1	13	917	10	3	28	9422
9.17	1	4	918	1	13	28	9422
9.171	1	4	918	2	13	28	9422
9.172	1	4	918	3	13	28	9422
9.173	1	4	918	4	13	28	9422
9.174	1	4	918	5	13	28	9422
9.175	1	4	918	6	13	28	9422
9.176	1	4	918	7	13	28	9422
9.177	1	4	918	8	13	28	9422
9.178	1	4	918	9	13	28	9422
9.179	1	4	918	10	13	28	9422
9.18	1	4	919	1	13	28	9422
9.181	1	4	919	2	13	28	9422
9.182	1	4	919	3	13	28	9422
9.183	1	4	919	4	13	28	9422
9.184	1	4	919	5	13	28	9422
9.185	1	4	919	6	13	28	9422
9.186	1	4	919	7	13	28	9422
9.187	1	4	919	8	13	28	9422
9.188	1	4	919	9	13	28	9422
9.189	1	4	919	10	13	28	9422
9.19	1	4	920	1	13	28	9422
9.191	1	4	920	2	13	28	9422
9.192	1	4	920	3	13	28	9422
9.193	1	4	920	4	13	28	9422
9.194	1	4	920	5	13	28	9422
9.195	1	4	920	6	13	28	9422
9.196	1	4	920	7	13	28	9422
9.197	1	4	920	8	13	28	9422
9.198	1	4	920	9	13	28	9422
9.199	1	4	920	10	13	28	9422
9.2	1	4	921	1	13	28	9422
9.201	1	4	921	2	13	28	9422
9.202	1	4	921	3	13	28	9422
9.203	1	4	921	4	13	28	9422
9.204	1	4	921	5	13	28	9422
9.205	1	4	921	6	13	28	9422
9.206	1	4	921	7	13	28	9422
9.207	1	4	921	8	13	28	9422
9.208	1	12	921	9	14	28	4587
9.208	1	4	921	9	13	28	4587
9.209	1	4	921	10	13	28	9422
9.21	1	4	922	1	13	28	9422
9.211	1	4	922	2	13	28	9422
9.212	1	4	922	3	13	28	9422
9.213	1	4	922	4	13	28	9422
9.214	1	4	922	5	13	28	9422
9.215	1	4	922	6	13	28	9422
9.216	1	4	922	7	13	28	9422
9.217	1	4	922	8	13	28	9422
9.218	1	4	922	9	13	28	9422
9.219	1	4	922	10	13	28	9422
9.22	1	4	923	1	13	28	9422
9.221	1	4	923	2	13	28	9422
9.222	1	4	923	3	13	28	9422
9.223	1	4	923	4	13	28	9422
9.224	1	4	923	5	13	28	9422
9.225	1	4	923	6	13	28	9422
9.226	1	4	923	7	13	28	9422
9.227	1	4	923	8	13	28	9422
9.228	1	4	923	9	13	28	9422
9.229	1	4	923	10	13	28	9422
9.23	1	4	924	1	13	28	9422
9.231	1	4	924	2	13	28	9422
9.232	1	4	924	3	13	28	9422
9.233	1	4	924	4	13	28	9422
9.234	1	4	924	5	13	28	9422
9.235	1	4	924	6	13	28	9422
9.236	1	4	924	7	13	28	9422
9.237	1	4	924	8	13	28	9422
9.238	1	4	924	9	13	28	9422
9.239	1	15	924	10	5	28	9422
9.24	1	15	925	1	5	28	9422
9.241	1	15	925	2	5	28	9422
9.242	1	15	925	3	5	28	9422
9.243	1	15	925	4	5	28	9422
9.244	1	15	925	5	5	28	9422
9.245	1	15	925	6	5	28	9422
9.246	1	15	925	7	5	28	9422
9.247	1	15	925	8	5	28	9422
9.248	1	15	925	9	5	28	9422
9.249	1	15	925	10	5	28	9422
9.25	1	15	926	1	5	28	9422
9.251	1	15	926	2	5	28	9422
9.252	1	15	926	3	5	28	9422
9.253	1	15	926	4	5	28	9422
9.254	1	15	926	5	5	28	9422
9.255	1	15	926	6	5	28	9422
9.256	1	15	926	7	5	28	9422
9.257	1	15	926	8	5	28	9422
9.258	1	15	926	9	5	28	9422
9.259	1	15	926	10	5	28	9422
9.26	1	15	927	1	5	28	9422
9.261	1	15	927	2	5	28	9422
9.262	1	15	927	3	5	28	9422
9.263	1	15	927	4	5	28	9422
9.264	1	15	927	5	5	28	9422
9.265	1	15	927	6	5	28	9422
9.266	1	15	927	7	5	28	9422
9.267	1	15	927	8	5	28	9422
9.268	1	15	927	9	5	28	9422
9.269	1	15	927	10	5	28	9422
9.27	1	15	928	1	5	28	9422
9.271	1	15	928	2	5	28	9422
9.272	1	15	928	3	5	28	9422
9.273	1	15	928	4	5	28	9422
9.274	1	15	928	5	5	28	9422
9.275	1	15	928	6	5	28	9422
9.276	1	15	928	7	5	28	9422
9.277	1	5	928	8	4	28	4587
9.277	1	15	928	8	5	28	4587
9.278	1	15	928	9	5	28	9422
9.279	1	15	928	10	5	28	9422
9.28	1	15	929	1	5	28	9422
9.281	1	15	929	2	5	28	9422
9.282	1	15	929	3	5	28	9422
9.283	1	15	929	4	5	28	9422
9.284	1	15	929	5	5	28	9422
9.285	1	15	929	6	5	28	9422
9.286	1	15	929	7	5	28	9422
9.287	1	15	929	8	5	28	9422
9.288	1	15	929	9	5	28	9422
9.289	1	15	929	10	5	28	9422
9.29	1	15	930	1	5	28	9422
9.291	1	15	930	2	5	28	9422
9.292	1	15	930	3	5	28	9422
9.293	1	15	930	4	5	28	9422
9.294	1	15	930	5	5	28	9422
9.295	1	15	930	6	5	28	9422
9.296	1	15	930	7	5	28	9422
9.297	1	15	930	8	5	28	9422
9.298	1	15	930	9	5	28	9422
9.299	1	15	930	10	5	28	9422
9.3	1	15	931	1	5	28	9422
9.301	1	15	931	2	5	28	9422
9.302	1	15	931	3	5	28	9422
9.303	1	15	931	4	5	28	9422
9.304	1	15	931	5	5	28	9422
9.305	1	15	931	6	5	28	9422
9.306	1	15	931	7	5	28	9422
9.307	1	15	931	8	5	28	9422
9.308	1	11	931	9	12	28	9422
9.309	1	11	931	10	12	28	9422
9.31	1	11	932	1	12	28	9422
9.311	1	11	932	2	12	28	9422
9.312	1	11	932	3	12	28	9422
9.313	1	11	932	4	12	28	9422
9.314	1	11	932	5	12	28	9422
9.315	1	11	932	6	12	28	9422
9.316	1	11	932	7	12	28	9422
9.317	1	11	932	8	12	28	9422
9.318	1	11	932	9	12	28	9422
9.319	1	11	932	10	12	28	9422
9.32	1	11	933	1	12	28	9422
9.321	1	11	933	2	12	28	9422
9.322	1	11	933	3	12	28	9422
9.323	1	11	933	4	12	28	9422
9.324	1	11	933	5	12	28	9422
9.325	1	11	933	6	12	28	9422
9.326	1	11	933	7	12	28	9422
9.327	1	11	933	8	12	28	9422
9.328	1	11	933	9	12	28	9422
9.329	1	11	933	10	12	28	9422
9.33	1	11	934	1	12	28	9422
9.331	1	11	934	2	12	28	9422
9.332	1	11	934	3	12	28	9422
9.333	1	11	934	4	12	28	9422
9.334	1	11	934	5	12	28	9422
9.335	1	11	934	6	12	28	9422
9.336	1	11	934	7	12	28	9422
9.337	1	11	934	8	12	28	9422
9.338	1	11	934	9	12	28	9422
9.339	1	11	934	10	12	28	9422
9.34	1	11	935	1	12	28	9422
9.341	1	11	935	2	12	28	9422
9.342	1	11	935	3	12	28	9422
9.343	1	11	935	4	12	28	9422
9.344	1	11	935	5	12	28	9422
9.345	1	11	935	6	12	28	9422
9.346	1	11	935	7	12	28	9422
9.347	1	11	935	8	12	28	9422
9.348	1	11	935	9	12	28	9422
9.349	1	11	935	10	12	28	9422
9.35	1	11	936	1	12	28	9422
